name,gap,cv,offdiag,log10_kappa_prec
t=0,0.0,1.0988990174872535,0.9687617370590145,3.191373586654663
t=0.25,0.09268907999999954,1.1987729179007667,0.9821539510328549,4.327502727508545
t=0.5,0.18993361999999925,1.223355821626527,0.9912569957170809,4.853521823883057
t=0.75,0.25045625999999954,1.2599010859216964,0.9938671922043091,4.7149858474731445
t=1,0.23846325999999918,1.3130730875900813,0.9945706133778184,4.0276713371276855
haar,1.0048522199999992,1.3988,0.9945833725342069,3.911283493041992
qstar,-0.0017758000000003271,0.94804091496127,1.4729215601671023e-13,0.0
