t,loss,offdiag,cv,gap
0.0,3.1110156600000005,0.9687617370590145,1.0988990174872535,0.0
0.25,3.20370474,0.9821539510328546,1.1987729179007667,0.09268907999999954
0.5,3.3009492799999998,0.9912569957170807,1.223355821626527,0.18993361999999925
0.75,3.36147192,0.9938671922043091,1.2599010859216964,0.25045625999999954
1.0,3.3494789199999997,0.9945706133778183,1.3130730875900813,0.23846325999999918
