step,loss
306,2.735392
307,2.910100
308,2.895438
309,3.198771
310,3.092106
311,3.095469
312,2.829189
313,3.007427
314,2.855709
315,2.854736
316,3.090078
317,3.071875
318,2.992568
319,3.016528
320,3.120844
321,2.912130
322,2.844452
323,2.862280
324,2.940898
325,2.984833
326,2.929142
327,2.944670
328,2.831795
329,2.956165
330,2.874212
331,3.174034
332,2.831717
333,2.712847
334,3.067772
335,2.942940
336,2.923380
337,2.944659
338,2.789062
339,2.903578
340,2.902101
341,3.013085
342,3.146450
343,2.711539
344,2.925954
345,2.853847
346,3.108619
347,2.903793
348,3.109588
349,2.889369
350,2.738943
351,2.856432
352,3.110409
353,3.098801
354,3.028101
355,2.943375
356,3.113680
357,2.984774
358,2.954833
359,2.975513
360,3.107672
361,3.190851
362,2.722535
363,2.957419
364,3.071928
365,3.053501
366,2.778385
367,2.705115
368,2.875863
369,2.950629
370,2.952618
371,3.025064
372,2.895982
373,3.079232
374,2.830507
375,2.987861
376,3.050013
377,3.181713
378,2.986374
379,2.928351
380,2.976243
381,2.812187
382,2.931610
383,2.837352
384,2.998828
385,2.575519
386,3.034725
387,2.948021
388,2.844704
389,2.917372
390,2.910081
391,3.063340
392,2.962745
393,2.817479
394,2.923444
395,2.753478
396,3.143221
397,2.782911
398,2.977534
399,3.001423
