step,loss
252,3.358367
253,3.159191
254,2.912956
255,3.332315
256,3.383599
257,3.112497
258,3.314213
259,3.101556
260,3.220939
261,3.155617
262,3.366286
263,2.992899
264,3.230691
265,3.248812
266,3.183163
267,3.301509
268,3.170325
269,3.103860
270,3.265908
271,3.018649
272,3.182342
273,3.347061
274,3.133500
275,3.169785
276,3.309806
277,3.296686
278,3.464391
279,3.326341
280,3.349692
281,3.024643
282,3.207555
283,3.441870
284,3.378224
285,3.268550
286,3.217962
287,3.321936
288,3.067255
289,3.414875
290,3.447829
291,3.186003
292,3.550682
293,3.122352
294,3.256452
295,3.184335
296,2.970656
297,3.091565
298,3.206626
299,3.040967
300,3.242826
301,3.166844
302,3.230406
303,3.162935
304,3.320503
305,3.087655
306,2.917051
307,3.074109
308,3.124981
309,3.514742
310,3.353114
311,3.266457
312,3.108734
313,3.297403
314,3.143473
315,3.122831
316,3.340519
317,3.428884
318,3.168253
319,3.239736
320,3.457584
321,3.270146
322,3.129485
323,3.062741
324,3.338000
325,3.498463
326,3.820322
327,5.476139
328,5.689459
329,6.180944
330,6.102502
331,5.796268
332,5.278271
333,4.560418
334,4.966001
335,5.283959
336,4.388419
337,3.860729
338,3.280602
339,3.456926
340,3.586962
341,3.586067
342,3.975479
343,3.155673
344,3.618336
345,3.306268
346,3.514496
347,3.282746
348,3.601732
349,3.193852
350,3.343154
351,3.426995
352,3.675995
353,3.907774
354,4.096448
355,4.305392
356,4.941556
357,4.987981
358,4.838871
359,4.668362
360,4.925954
361,4.712097
362,4.139903
363,3.899132
364,3.786906
365,3.659064
366,3.464986
367,3.142347
368,3.420894
369,3.260286
370,3.345649
371,3.372575
372,3.238510
373,3.449443
374,3.217214
375,3.301493
376,3.264388
377,3.454999
378,3.365864
379,3.353147
380,3.289220
381,3.171113
382,3.324899
383,3.195029
384,3.294230
385,3.028730
386,3.328134
387,3.321538
388,2.972244
389,3.232993
390,3.202871
391,3.482556
392,3.141641
393,3.139466
394,3.133080
395,2.886251
396,3.399875
397,3.090182
398,3.293761
399,3.252044
