step,loss
218,3.145369
219,3.400988
220,3.016857
221,3.317766
222,3.226401
223,2.985966
224,3.308000
225,2.957351
226,3.162699
227,3.264959
228,3.227075
229,3.296519
230,3.310257
231,3.377017
232,3.351640
233,3.132946
234,3.083087
235,3.219844
236,3.191951
237,3.201823
238,3.133969
239,3.185470
240,3.192844
241,2.929321
242,3.530550
243,3.393217
244,3.324542
245,3.312708
246,3.176150
247,3.224214
248,3.345598
249,3.173836
250,3.144170
251,3.015795
252,3.301227
253,3.371505
254,3.298361
255,3.024384
256,3.230778
257,3.169818
258,3.328945
259,3.186110
260,3.252622
261,3.355058
262,2.935233
263,3.138339
264,3.089312
265,3.018594
266,3.187058
267,3.363397
268,3.151495
269,3.097767
270,2.869145
271,3.201126
272,3.314937
273,3.065143
274,3.298022
275,3.282160
276,3.363125
277,3.042647
278,3.147459
279,3.212288
280,3.122807
281,3.179077
282,3.124971
283,3.136657
284,3.168750
285,3.341567
286,3.006602
287,3.236233
288,3.126487
289,3.168753
290,2.931650
291,3.164162
292,3.104712
293,3.280355
294,3.044260
295,3.053314
296,3.075144
297,3.291663
298,3.067413
299,3.363495
300,3.241718
301,3.008104
302,3.244318
303,2.961268
304,3.105931
305,3.285092
306,3.082217
307,2.784662
308,3.174994
309,3.002548
310,3.305385
311,3.197170
312,3.047207
313,3.373391
314,2.992548
315,2.803719
316,2.973461
317,3.148646
318,3.191196
319,3.147219
320,3.338621
321,3.126051
322,3.034501
323,3.063907
324,3.066692
325,3.314391
326,2.983615
327,3.187082
328,3.118210
329,3.337649
330,3.000930
331,3.114060
332,3.284016
333,3.018909
334,3.071010
335,3.318810
336,3.233479
337,3.438239
338,3.310027
339,3.120664
340,3.261491
341,2.958348
342,2.947355
343,3.175189
344,3.265478
345,3.083750
346,3.112667
347,3.088056
348,3.144505
349,3.142061
350,3.114853
351,3.260517
352,3.147660
353,3.018319
354,3.104700
355,2.942024
356,3.096875
357,3.277024
358,3.211206
359,3.112264
360,3.213703
361,2.740543
362,3.077642
363,3.094842
364,3.337356
365,3.278810
366,3.013841
367,2.936552
368,3.270669
369,3.115351
370,2.736330
371,3.154154
372,3.079829
373,3.248799
374,3.015350
375,2.904566
376,3.108954
377,3.106743
378,3.159153
379,3.400240
380,3.254953
381,3.210983
382,3.300789
383,2.961689
384,2.954619
385,3.238378
386,3.012935
387,3.209427
388,3.120600
389,3.029406
390,3.292886
391,3.156847
392,3.200357
393,3.152404
394,3.215415
395,3.244264
396,3.183253
397,3.000601
398,3.138550
399,3.299234
