step,loss
229,3.109753
230,3.108254
231,3.102262
232,2.988777
233,2.857477
234,3.071100
235,2.822190
236,3.052119
237,2.905825
238,3.001344
239,2.726852
240,3.140070
241,2.790613
242,3.043104
243,2.967425
244,2.969997
245,2.843631
246,2.983932
247,2.805175
248,2.960997
249,2.956353
250,2.945637
251,2.936214
252,3.093849
253,2.857826
254,2.637112
255,3.055180
256,2.976149
257,2.856950
258,3.029006
259,2.857296
260,2.992434
261,2.921927
262,3.105116
263,2.737613
264,2.959532
265,3.029090
266,2.925934
267,3.109839
268,2.893880
269,2.836310
270,2.907889
271,2.700920
272,2.912820
273,3.136386
274,2.910311
275,2.950521
276,2.996816
277,2.970407
278,3.175341
279,2.983989
280,3.059532
281,2.710222
282,2.906339
283,3.069055
284,3.116978
285,2.962317
286,2.847387
287,2.958025
288,2.802828
289,3.036520
290,3.171384
291,2.843250
292,3.307195
293,2.844172
294,2.985771
295,3.031924
296,2.829583
297,2.725056
298,2.872385
299,2.863639
300,2.921839
301,2.855390
302,2.997341
303,2.953008
304,3.079665
305,2.858550
306,2.735426
307,2.910116
308,2.895579
309,3.198797
310,3.092164
311,3.095559
312,2.829210
313,3.007486
314,2.855806
315,2.854790
316,3.090122
317,3.071951
318,2.992630
319,3.016597
320,3.120933
321,2.912162
322,2.844548
323,2.862363
324,2.940958
325,2.984961
326,2.929148
327,2.944657
328,2.831801
329,2.956244
330,2.874285
331,3.174038
332,2.831792
333,2.712922
334,3.067836
335,2.943031
336,2.923454
337,2.944827
338,2.789115
339,2.903626
340,2.902193
341,3.013144
342,3.146500
343,2.711536
344,2.925990
345,2.853911
346,3.108728
347,2.903812
348,3.109527
349,2.889433
350,2.738958
351,2.856466
352,3.110398
353,3.098855
354,3.028232
355,2.943444
356,3.113743
357,2.984856
358,2.954834
359,2.975602
360,3.107692
361,3.190988
362,2.722626
363,2.957467
364,3.071893
365,3.053577
366,2.778365
367,2.705227
368,2.875867
369,2.950732
370,2.952740
371,3.025060
372,2.896123
373,3.079254
374,2.830634
375,2.987914
376,3.050082
377,3.181754
378,2.986416
379,2.928382
380,2.976345
381,2.812252
382,2.931593
383,2.837479
384,2.998888
385,2.575578
386,3.034788
387,2.948043
388,2.844831
389,2.917454
390,2.910102
391,3.063424
392,2.962848
393,2.817561
394,2.923489
395,2.753536
396,3.143273
397,2.782920
398,2.977631
399,3.001451
